todd	word	voice	batch	file	interval_no	onset	offset	tag1	tagger	mallory	joe	david
0	of	rms	A	arctic_a0050_rms	3	0.542	0.67199999	[0.184667]	0	0	0	0
0	their	rms	A	arctic_a0050_rms	4	0.67199999	0.90200001	[0.265977]	1	0	0	0
2	absurdity	rms	A	arctic_a0050_rms	5	0.90200001	1.762	[0.120943, 0.903004, 0.169353, 0.668561]	1	2	1	2
0	the	rms	A	arctic_a0050_rms	6	1.762	1.932	[0.126201]	0	0	0	0
0	words	rms	A	arctic_a0050_rms	7	1.932	2.322	[0.126201, 0.9]	1	1	1	0
1	affected	rms	A	arctic_a0050_rms	8	2.322	2.842	[0.362461, 0.483079, 0.199215]	1	1	1	1
0	Philip	rms	A	arctic_a0050_rms	9	2.842	3.2019999	[0.40405, 0.048224]	1	1	1	1
1	curiously	rms	A	arctic_a0050_rms	10	3.2019999	4.0120001	[0.127598, 0.120725, 0.125243, 0.413111]	1	0	0	2
0	.	rms	A	arctic_a0050_rms	11	4.0120001	0.0		0	0	0	0
0	.	slt	A	arctic_a0050_slt	0	0.0	0.19949999		0	0	0	0
0	In	slt	A	arctic_a0050_slt	1	0.19949999	0.31200001	[0.107121]	0	0	0	0
0	spite	slt	A	arctic_a0050_slt	2	0.31200001	0.64950001	[0.906331]	1	1	2	1
0	of	slt	A	arctic_a0050_slt	3	0.64950001	0.74325001	[0.125967]	0	0	0	0
0	their	slt	A	arctic_a0050_slt	4	0.74325001	0.94950002	[0.363931, 0.067577]	1	0	0	0
2	absurdity	slt	A	arctic_a0050_slt	5	0.94950002	1.60575	[0.067577, 0.535305, 0.147546, 0.196328]	1	0	2	2
0	the	slt	A	arctic_a0050_slt	6	1.60575	1.687	[0.089716]	0	0	0	0
0	words	slt	A	arctic_a0050_slt	7	1.687	2.0057499	[0.089716, 0.280025]	1	0	0	1
0	affected	slt	A	arctic_a0050_slt	8	2.0057499	2.45575	[0.083104, 0.147223, 0.053598]	1	1	0	0
1	Philip	slt	A	arctic_a0050_slt	9	2.45575	2.8182499	[0.078295, 0.066685]	1	1	0	1
2	curiously	slt	A	arctic_a0050_slt	10	2.8182499	3.59325	[0.02509, 0.20088, 0.054207, 0.177038]	1	1	1	2
0	.	slt	A	arctic_a0050_slt	11	3.59325	0.0		0	0	0	0
0	.	rms	A	arctic_a0051_rms	0	0.0	0.092		0	0	0	0
0	The	rms	A	arctic_a0051_rms	1	0.092	0.212	[0.086879]	0	0	0	0
0	lace	rms	A	arctic_a0051_rms	2	0.212	0.58200002	[0.086879, 0.98842]	1	1	2	1
0	was	rms	A	arctic_a0051_rms	3	0.58200002	0.78200001	[0.080757, 0.070658]	0	0	0	0
0	of	rms	A	arctic_a0051_rms	4	0.78200001	0.852	[0.070658]	0	0	0	0
0	a	rms	A	arctic_a0051_rms	5	0.852	0.90200001	[0.090281]	0	0	0	0
0	delicate	rms	A	arctic_a0051_rms	6	0.90200001	1.362	[0.461196, 0.057693, 0.171313]	1	0	0	1
2	ivory	rms	A	arctic_a0051_rms	7	1.362	1.802	[0.631261, 0.340661, 0.067778]	1	2	0	1
0	color	rms	A	arctic_a0051_rms	8	1.802	2.2720001	[0.067778, 0.318008, 0.171671]	1	1	0	1
0	.	rms	A	arctic_a0051_rms	9	2.2720001	2.5120001		0	0	0	0
0	faintly	rms	A	arctic_a0051_rms	10	2.5120001	2.9519999	[0.482824, 0.207201]	1	1	1	0
0	tinted	rms	A	arctic_a0051_rms	11	2.9519999	3.5120001	[0.519227, 0.08601]	1	0	1	1
0	with	rms	A	arctic_a0051_rms	12	3.5120001	3.7320001	[0.05176]	0	0	0	0
1	yellow	rms	A	arctic_a0051_rms	13	3.7320001	4.132	[0.201203, 0.381545]	1	1	1	2
0	.	rms	A	arctic_a0051_rms	14	4.132	0.0		0	0	0	0
0	.	slt	A	arctic_a0051_slt	0	0.0	0.1495		0	0	0	0
0	The	slt	A	arctic_a0051_slt	1	0.1495	0.237	[0.070646]	0	0	0	0
2	lace	slt	A	arctic_a0051_slt	2	0.237	0.67449999	[0.070646, 0.833025]	1	2	2	1
0	was	slt	A	arctic_a0051_slt	3	0.67449999	0.8495	[0.076336]	0	0	0	0
0	of	slt	A	arctic_a0051_slt	4	0.8495	0.9745	[0.177537]	0	0	0	0
0	a	slt	A	arctic_a0051_slt	5	0.9745	1.0057499	[0.155143]	0	0	0	0
0	delicate	slt	A	arctic_a0051_slt	6	1.0057499	1.4995	[0.402435, 0.400185, 0.251908]	1	1	1	0
2	ivory	slt	A	arctic_a0051_slt	7	1.4995	1.85575	[0.9, 0.23608, 0.173108]	1	0	1	2
0	color	slt	A	arctic_a0051_slt	8	1.85575	2.4619999	[0.25464, 0.514071]	1	0	0	1
0	faintly	slt	A	arctic_a0051_slt	9	2.4619999	2.937	[0.583852, 0.241452]	1	0	0	0
0	tinted	slt	A	arctic_a0051_slt	10	2.937	3.2869999	[0.146025, 0.175641]	0	0	0	1
0	with	slt	A	arctic_a0051_slt	11	3.2869999	3.45575	[0.239838]	0	0	0	0
2	yellow	slt	A	arctic_a0051_slt	12	3.45575	3.90575	[0.324426, 0.593761]	1	0	1	1
0	.	slt	A	arctic_a0051_slt	13	3.90575	0.0		0	0	0	0
0	.	rms	A	arctic_a0052_rms	0	0.0	0.092		0	0	0	0
0	It	rms	A	arctic_a0052_rms	1	0.092	0.20200001	[0.740871]	1	0	0	0
0	was	rms	A	arctic_a0052_rms	2	0.20200001	0.412	[0.380009]	0	0	0	0
0	a	rms	A	arctic_a0052_rms	3	0.412	0.442	[0.211739]	0	0	0	0
2	curious	rms	A	arctic_a0052_rms	4	0.442	1.012	[0.211739, 0.311754, 0.489089, 0.359076]	1	2	1	2
1	coincidence	rms	A	arctic_a0052_rms	5	1.012	1.872	[0.9, 0.16191, 0.159561, 0.509818]	1	1	1	2
0	.	rms	A	arctic_a0052_rms	6	1.872	0.0		0	0	0	0
0	.	slt	A	arctic_a0052_slt	0	0.0	0.19325		0	0	0	0
0	It	slt	A	arctic_a0052_slt	1	0.19325	0.29324999	[0.709894]	1	1	0	0
0	was	slt	A	arctic_a0052_slt	2	0.29324999	0.51824999	[0.164384]	0	0	0	0
0	a	slt	A	arctic_a0052_slt	3	0.51824999	0.55575001	[0.191299]	0	0	0	0
1	curious	slt	A	arctic_a0052_slt	4	0.55575001	1.1245	[0.125371, 0.943495, 0.389197]	1	1	2	1
2	coincidence	slt	A	arctic_a0052_slt	5	1.1245	2.01825	[0.47845, 0.273394, 0.23197, 0.32464]	1	1	0	2
0	.	slt	A	arctic_a0052_slt	6	2.01825	0.0		0	0	0	0
0	.	rms	A	arctic_a0053_rms	0	0.0	0.071999997		0	0	0	0
2	Suddenly	rms	A	arctic_a0053_rms	1	0.071999997	0.59200001	[0.359649, 0.108502, 0.552897]	1	1	0	2
0	his	rms	A	arctic_a0053_rms	2	0.59200001	0.81199998	[0.152277]	0	0	0	0
1	fingers	rms	A	arctic_a0053_rms	3	0.81199998	1.1619999	[0.230616, 0.564867]	1	0	1	1
1	closed	rms	A	arctic_a0053_rms	4	1.1619999	1.762	[1.125972]	1	0	2	2
0	tightly	rms	A	arctic_a0053_rms	5	1.762	2.2019999	[0.672628, 0.514541]	1	0	1	1
0	over	rms	A	arctic_a0053_rms	6	2.2019999	2.372	[0.262966, 0.128289]	0	0	0	0
0	the	rms	A	arctic_a0053_rms	7	2.372	2.4820001	[0.343096]	0	0	0	0
1	handkerchief	rms	A	arctic_a0053_rms	8	2.4820001	3.2520001	[0.408717, 0.284381, 0.206198]	1	0	1	2
0	.	rms	A	arctic_a0053_rms	9	3.2520001	0.0		0	0	0	0
0	.	slt	A	arctic_a0053_slt	0	0.0	0.06825		0	0	0	0
2	Suddenly	slt	A	arctic_a0053_slt	1	0.06825	0.55575001	[0.9, 0.077633, 0.959432]	1	1	1	0
0	his	slt	A	arctic_a0053_slt	2	0.55575001	0.76824999	[0.227948]	0	0	0	0
0	fingers	slt	A	arctic_a0053_slt	3	0.76824999	1.187	[0.374392, 0.823189]	1	1	1	1
0	closed	slt	A	arctic_a0053_slt	4	1.187	1.612	[0.985612]	1	1	0	0
0	tightly	slt	A	arctic_a0053_slt	5	1.612	2.01825	[0.999268, 0.52573]	1	1	1	1
0	over	slt	A	arctic_a0053_slt	6	2.01825	2.2119999	[0.409116, 0.293255]	0	0	0	0
0	the	slt	A	arctic_a0053_slt	7	2.2119999	2.312	[0.205633]	0	0	0	0
0	handkerchief	slt	A	arctic_a0053_slt	8	2.312	3.0495	[0.273295, 0.145276, 0.193404]	1	0	1	2
0	.	slt	A	arctic_a0053_slt	9	3.0495	0.0		0	0	0	0
0	.	rms	A	arctic_a0054_rms	0	0.0	0.102		0	0	0	0
0	There	rms	A	arctic_a0054_rms	1	0.102	0.30199999	[0.416619]	1	0	0	0
0	was	rms	A	arctic_a0054_rms	2	0.30199999	0.51200002	[0.180492]	0	0	0	0
2	nothing	rms	A	arctic_a0054_rms	3	0.51200002	0.89200002	[0.643752, 0.247334]	1	1	2	2
0	on	rms	A	arctic_a0054_rms	4	0.89200002	1.052	[0.348151]	1	0	0	0
0	the	rms	A	arctic_a0054_rms	5	1.052	1.112	[0.168294]	0	0	0	0
2	rock	rms	A	arctic_a0054_rms	6	1.112	1.582	[0.168294, 0.9]	1	1	1	2
0	.	rms	A	arctic_a0054_rms	7	1.582	0.0		0	0	0	0
0	.	slt	A	arctic_a0054_slt	0	0.0	0.162		0	0	0	0
0	There	slt	A	arctic_a0054_slt	1	0.162	0.26824999	[0.05522]	0	0	0	0
0	was	slt	A	arctic_a0054_slt	2	0.26824999	0.4745	[0.251285]	0	0	0	0
2	nothing	slt	A	arctic_a0054_slt	3	0.4745	0.86825001	[0.348629, 0.420295]	0	2	2	1
0	on	slt	A	arctic_a0054_slt	4	0.86825001	1.0682499	[0.767028]	1	0	0	0
0	the	slt	A	arctic_a0054_slt	5	1.0682499	1.137	[0.065908]	0	0	0	0
0	rock	slt	A	arctic_a0054_slt	6	1.137	1.587	[0.900718]	1	1	1	2
0	.	slt	A	arctic_a0054_slt	7	1.587	0.0		0	0	0	0
0	.	rms	A	arctic_a0055_rms	0	0.0	0.052000001		0	0	0	0
2	Philip	rms	A	arctic_a0055_rms	1	0.052000001	0.46200001	[0.13277, 0.0965]	1	0	0	2
0	stood	rms	A	arctic_a0055_rms	2	0.46200001	0.792	[0.707709]	1	1	0	0
2	undecided	rms	A	arctic_a0055_rms	3	0.792	1.602	[0.342933, 0.195368, 0.599113, 0.184679]	1	0	1	2
0	.	rms	A	arctic_a0055_rms	4	1.602	1.692		0	0	0	0
0	his	rms	A	arctic_a0055_rms	5	1.692	1.9220001	[0.20233]	0	0	0	0
0	ears	rms	A	arctic_a0055_rms	6	1.9220001	2.302	[0.360372]	1	0	0	2
2	strained	rms	A	arctic_a0055_rms	7	2.302	2.832	[0.950265]	1	2	1	2
0	to	rms	A	arctic_a0055_rms	8	2.832	2.902	[0.064769]	0	0	0	0
0	catch	rms	A	arctic_a0055_rms	9	2.902	3.2720001	[0.064769, 0.301658]	1	0	1	1
0	the	rms	A	arctic_a0055_rms	10	3.2720001	3.372	[0.033302]	0	0	0	0
0	slightest	rms	A	arctic_a0055_rms	11	3.372	3.7920001	[0.033302, 0.399306, 0.094744]	1	1	0	1
2	sound	rms	A	arctic_a0055_rms	12	3.7920001	4.3720002	[0.636421]	1	1	0	2
0	.	rms	A	arctic_a0055_rms	13	4.3720002	0.0		0	0	0	0
0	.	slt	A	arctic_a0055_slt	0	0.0	0.11825		0	0	0	0
1	Philip	slt	A	arctic_a0055_slt	1	0.11825	0.49950001	[0.120962, 0.125139]	1	0	1	0
0	stood	slt	A	arctic_a0055_slt	2	0.49950001	0.85575002	[0.587106]	0	0	1	0
2	undecided	slt	A	arctic_a0055_slt	3	0.85575002	1.5994999	[0.804302, 0.130237, 0.911863, 0.376431]	1	0	1	2
0	his	slt	A	arctic_a0055_slt	4	1.5994999	1.8745	[0.088195]	0	0	0	0
0	ears	slt	A	arctic_a0055_slt	5	1.8745	2.0994999	[0.383432]	1	0	0	1
1	strained	slt	A	arctic_a0055_slt	6	2.0994999	2.58075	[0.616044]	1	1	1	2
0	to	slt	A	arctic_a0055_slt	7	2.58075	2.6619999	[0.05324]	0	0	0	0
0	catch	slt	A	arctic_a0055_slt	8	2.6619999	2.9807501	[0.05324, 0.220512]	1	0	0	1
0	the	slt	A	arctic_a0055_slt	9	2.9807501	3.062	[0.05941]	0	0	0	0
0	slightest	slt	A	arctic_a0055_slt	10	3.062	3.5120001	[0.513574, 0.120072]	1	1	0	1
2	sound	slt	A	arctic_a0055_slt	11	3.5120001	4.0995002	[0.860409]	1	1	0	1
0	.	slt	A	arctic_a0055_slt	12	4.0995002	0.0		0	0	0	0
0	.	rms	A	arctic_a0056_rms	0	0.0	0.071999997		0	0	0	0
2	Pearce's	rms	A	arctic_a0056_rms	1	0.071999997	0.722	[0.31906, 0.667801]	1	2	2	1
0	little	rms	A	arctic_a0056_rms	2	0.722	1.122	[0.03831, 0.082767]	0	0	0	0
1	eyes	rms	A	arctic_a0056_rms	3	1.122	1.392		0	1	0	2
0	were	rms	A	arctic_a0056_rms	4	1.392	1.502	[0.170191]	0	0	0	0
0	fixed	rms	A	arctic_a0056_rms	5	1.502	1.872	[0.143149]	0	1	1	2
0	on	rms	A	arctic_a0056_rms	6	1.872	2.0320001	[0.365603]	1	0	0	0
0	him	rms	A	arctic_a0056_rms	7	2.0320001	2.1719999	[0.137981]	0	0	0	0
0	shrewdly	rms	A	arctic_a0056_rms	8	2.1719999	2.7720001	[0.545567]	1	0	1	2
0	.	rms	A	arctic_a0056_rms	9	2.7720001	0.0		0	0	0	0
0	.	slt	A	arctic_a0056_slt	0	0.0	0.18075		0	0	0	0
2	Pearce's	slt	A	arctic_a0056_slt	1	0.18075	0.65574998	[0.039099, 0.424021]	1	1	1	1
0	little	slt	A	arctic_a0056_slt	2	0.65574998	0.88700002	[0.047618, 0.12392]	0	0	0	0
0	eyes	slt	A	arctic_a0056_slt	3	0.88700002	1.262	[0.9]	1	0	1	2
0	were	slt	A	arctic_a0056_slt	4	1.262	1.3745	[0.070752]	0	0	0	0
2	fixed	slt	A	arctic_a0056_slt	5	1.3745	1.7557499	[0.220047]	0	0	1	1
0	on	slt	A	arctic_a0056_slt	6	1.7557499	1.90575	[0.261645]	1	0	0	0
0	him	slt	A	arctic_a0056_slt	7	1.90575	2.0682499	[0.025939]	0	0	0	0
0	shrewdly	slt	A	arctic_a0056_slt	8	2.0682499	2.7495	[0.160591, 0.201988]	1	1	1	2
0	.	slt	A	arctic_a0056_slt	9	2.7495	0.0		0	0	0	0
0	.	rms	A	arctic_a0057_rms	0	0.0	0.112		0	0	0	0
0	I	rms	A	arctic_a0057_rms	1	0.112	0.242	[0.45393]	1	0	0	0
0	have	rms	A	arctic_a0057_rms	2	0.242	0.42199999	[0.233819]	0	0	0	0
2	no	rms	A	arctic_a0057_rms	3	0.42199999	0.68199998	[0.924998]	1	0	2	0
2	idea	rms	A	arctic_a0057_rms	4	0.68199998	1.262	[0.9, 0.913964, 0.494353]	1	2	1	2
0	replied	rms	A	arctic_a0057_rms	5	1.262	1.802	[0.025243, 0.939209]	1	0	0	1
1	Philip	rms	A	arctic_a0057_rms	6	1.802	2.2520001	[0.116879, 0.083918]	0	1	0	2
0	.	rms	A	arctic_a0057_rms	7	2.2520001	0.0		0	0	0	0
0	.	slt	A	arctic_a0057_slt	0	0.0	0.0		0	0	0	0
0	.	slt	A	arctic_a0057_slt	1	0.0	0.20575		0	0	0	0
0	I	slt	A	arctic_a0057_slt	2	0.20575	0.29949999	[0.443968]	1	2	0	0
2	have	slt	A	arctic_a0057_slt	3	0.29949999	0.49950001	[0.301553]	0	0	0	0
0	no	slt	A	arctic_a0057_slt	4	0.49950001	0.662	[0.371883]	0	0	1	0
2	idea	slt	A	arctic_a0057_slt	5	0.662	1.1245	[0.905951, 0.306794, 0.571482]	1	1	1	2
0	replied	slt	A	arctic_a0057_slt	6	1.1245	1.5745	[0.039515, 0.470929]	1	0	0	0
2	Philip	slt	A	arctic_a0057_slt	7	1.5745	2.01825	[0.069589, 0.063221]	0	0	1	1
0	.	slt	A	arctic_a0057_slt	8	2.01825	0.0		0	0	0	0
0	.	slt	A	arctic_a0057_slt	9	0.0	0.0		0	0	0	0
0	.	rms	A	arctic_a0058_rms	0	0.0	0.112		0	0	0	0
0	I	rms	A	arctic_a0058_rms	1	0.112	0.212	[0.398823]	0	0	0	0
0	came	rms	A	arctic_a0058_rms	2	0.212	0.51200002	[0.585502]	1	0	0	1
0	for	rms	A	arctic_a0058_rms	3	0.51200002	0.722	[0.019098]	0	0	0	0
1	information	rms	A	arctic_a0058_rms	4	0.722	1.452	[0.161779, 0.169875, 0.497732, 0.059104]	1	1	1	2
0	more	rms	A	arctic_a0058_rms	5	1.452	1.7920001	[0.540511]	1	2	0	0
0	out	rms	A	arctic_a0058_rms	6	1.7920001	1.892	[0.240831, 0.100831]	0	0	0	0
0	of	rms	A	arctic_a0058_rms	7	1.892	1.982	[0.100831]	0	0	0	0
2	curiosity	rms	A	arctic_a0058_rms	8	1.982	2.882	[0.043742, 0.235226, 0.90679, 0.058087, 0.403627]	1	1	1	2
0	than	rms	A	arctic_a0058_rms	9	2.882	3.152	[0.465813]	1	0	0	0
0	anything	rms	A	arctic_a0058_rms	10	3.152	3.582	[0.218015, 0.202412, 0.093065]	0	0	0	1
0	else	rms	A	arctic_a0058_rms	11	3.582	4.052	[0.232069]	1	0	1	1
0	.	rms	A	arctic_a0058_rms	12	4.052	0.0		0	0	0	0
0	.	slt	A	arctic_a0058_slt	0	0.0	0.18700001		0	0	0	0
0	I	slt	A	arctic_a0058_slt	1	0.18700001	0.24325	[0.161966]	0	0	0	0
0	came	slt	A	arctic_a0058_slt	2	0.24325	0.537	[0.594984]	1	0	1	1
0	for	slt	A	arctic_a0058_slt	3	0.537	0.69325	[0.077625]	0	0	0	0
1	information	slt	A	arctic_a0058_slt	4	0.69325	1.362	[0.67768, 0.091431, 0.445518, 0.092772]	1	1	2	2
0	more	slt	A	arctic_a0058_slt	5	1.362	1.59325	[0.299145]	0	0	0	0
0	out	slt	A	arctic_a0058_slt	6	1.59325	1.687	[0.49509]	1	0	0	0
0	of	slt	A	arctic_a0058_slt	7	1.687	1.80575	[0.139216]	0	0	0	0
2	curiosity	slt	A	arctic_a0058_slt	8	1.80575	2.5369999	[0.065419, 0.232742, 0.900895, 0.073724, 0.300881]	1	2	1	1
0	than	slt	A	arctic_a0058_slt	9	2.5369999	2.7119999	[0.061151]	0	0	0	0
0	anything	slt	A	arctic_a0058_slt	10	2.7119999	3.09325	[0.199942, 0.163703, 0.045369]	1	0	0	0
0	else	slt	A	arctic_a0058_slt	11	3.09325	3.487	[0.270298]	1	0	0	1
0	.	slt	A	arctic_a0058_slt	12	3.487	0.0		0	0	0	0
0	.	rms	A	arctic_a0059_rms	0	0.0	0.071999997		0	0	0	0
0	His	rms	A	arctic_a0059_rms	1	0.071999997	0.292	[0.253556]	1	0	0	0
1	immaculate	rms	A	arctic_a0059_rms	2	0.292	0.87199998	[0.157991, 0.953976, 0.134065, 0.162618]	1	1	1	0
2	appearance	rms	A	arctic_a0059_rms	3	0.87199998	1.392	[0.223087, 0.257794]	1	0	1	2
0	was	rms	A	arctic_a0059_rms	4	1.392	1.562	[0.09034]	0	0	0	0
2	gone	rms	A	arctic_a0059_rms	5	1.562	2.0120001	[0.883996]	1	2	1	2
0	.	rms	A	arctic_a0059_rms	6	2.0120001	0.0		0	0	0	0
0	.	slt	A	arctic_a0059_slt	0	0.0	0.162		0	0	0	0
0	His	slt	A	arctic_a0059_slt	1	0.162	0.37450001	[0.123255]	0	0	0	0
2	immaculate	slt	A	arctic_a0059_slt	2	0.37450001	0.98075002	[0.141279, 0.900925, 0.280136, 0.337507]	1	1	1	1
0	appearance	slt	A	arctic_a0059_slt	3	0.98075002	1.48075	[0.166322, 0.164548, 0.082525]	0	0	1	2
0	was	slt	A	arctic_a0059_slt	4	1.48075	1.6495	[0.056428]	0	0	0	0
2	gone	slt	A	arctic_a0059_slt	5	1.6495	2.1682501	[0.881485]	1	0	1	2
0	.	slt	A	arctic_a0059_slt	6	2.1682501	0.0		0	0	0	0
0	.	rms	A	arctic_a0060_rms	0	0.0	0.102		0	0	0	0
2	Anyway	rms	A	arctic_a0060_rms	1	0.102	0.67199999	[1.017486, 0.760856, 0.635459]	1	2	2	1
0	no	rms	A	arctic_a0060_rms	2	0.67199999	0.84200001	[0.433265]	0	0	0	0
0	one	rms	A	arctic_a0060_rms	3	0.84200001	0.99199998	[0.182803]	0	0	0	0
2	saw	rms	A	arctic_a0060_rms	4	0.99199998	1.272	[0.725521]	1	0	1	1
0	her	rms	A	arctic_a0060_rms	5	1.272	1.402	[0.159639]	0	0	0	0
0	like	rms	A	arctic_a0060_rms	6	1.402	1.712	[0.202295]	0	1	0	0
2	that	rms	A	arctic_a0060_rms	7	1.712	2.092	[0.525746]	1	1	1	1
0	.	rms	A	arctic_a0060_rms	8	2.092	0.0		0	0	0	0
0	.	slt	A	arctic_a0060_slt	0	0.0	0.20575		0	0	0	0
2	Anyway	slt	A	arctic_a0060_slt	1	0.20575	0.787	[0.9, 0.153088, 0.809052]	1	1	2	1
0	no	slt	A	arctic_a0060_slt	2	0.787	1.01825	[0.254579]	0	0	0	0
0	one	slt	A	arctic_a0060_slt	3	1.01825	1.2244999	[0.2744]	0	0	0	0
1	saw	slt	A	arctic_a0060_slt	4	1.2244999	1.487	[0.837909]	1	0	1	2
0	her	slt	A	arctic_a0060_slt	5	1.487	1.60575	[0.120071]	0	0	0	0
0	like	slt	A	arctic_a0060_slt	6	1.60575	1.8807499	[0.164827]	0	0	0	0
0	that	slt	A	arctic_a0060_slt	7	1.8807499	2.20575	[0.799519]	1	0	1	2
0	.	slt	A	arctic_a0060_slt	8	2.20575	0.0		0	0	0	0
0	.	rms	A	arctic_a0061_rms	0	0.0	0.032000002		0	0	0	0
0	Philip	rms	A	arctic_a0061_rms	1	0.032000002	0.50199997	[0.228821, 0.104453]	1	1	1	1
0	snatched	rms	A	arctic_a0061_rms	2	0.50199997	0.98199999	[0.780578]	1	1	1	2
0	at	rms	A	arctic_a0061_rms	3	0.98199999	1.102	[0.344008]	0	0	0	0
0	the	rms	A	arctic_a0061_rms	4	1.102	1.1619999	[0.043591]	0	0	0	0
2	letter	rms	A	arctic_a0061_rms	5	1.1619999	1.482	[0.043591, 0.43544, 0.328673]	1	0	1	2
0	which	rms	A	arctic_a0061_rms	6	1.482	1.712	[0.100078]	0	0	0	0
0	Gregson	rms	A	arctic_a0061_rms	7	1.712	2.2420001	[0.247562, 0.105492]	1	2	1	2
0	held	rms	A	arctic_a0061_rms	8	2.2420001	2.4820001	[0.147367]	0	1	0	0
2	out	rms	A	arctic_a0061_rms	9	2.4820001	2.6819999	[0.900977]	1	0	1	1
0	to	rms	A	arctic_a0061_rms	10	2.6819999	2.842	[0.093308]	0	0	0	0
0	him	rms	A	arctic_a0061_rms	11	2.842	3.1719999	[0.211447]	1	0	0	1
0	.	rms	A	arctic_a0061_rms	12	3.1719999	0.0		0	0	0	0
0	.	slt	A	arctic_a0061_slt	0	0.0	0.0		0	0	0	0
0	.	slt	A	arctic_a0061_slt	1	0.0	0.162		0	0	0	0
0	Philip	slt	A	arctic_a0061_slt	2	0.162	0.49950001	[0.184221, 0.24356]	0	0	1	0
2	snatched	slt	A	arctic_a0061_slt	3	0.49950001	0.9745	[0.935123]	1	2	1	2
0	at	slt	A	arctic_a0061_slt	4	0.9745	1.0682499	[0.123756]	0	0	0	0
0	the	slt	A	arctic_a0061_slt	5	1.0682499	1.15575	[0.129932]	0	0	0	0
2	letter	slt	A	arctic_a0061_slt	6	1.15575	1.48075	[0.36539, 0.178549]	1	1	1	2
0	which	slt	A	arctic_a0061_slt	7	1.48075	1.6932499	[0.069245]	0	0	0	0
0	Gregson	slt	A	arctic_a0061_slt	8	1.6932499	2.1682501	[0.389214, 0.11934]	1	1	1	1
0	held	slt	A	arctic_a0061_slt	9	2.1682501	2.3745	[0.03666]	0	1	0	0
0	out	slt	A	arctic_a0061_slt	10	2.3745	2.5495	[0.403605]	1	1	0	1
0	to	slt	A	arctic_a0061_slt	11	2.5495	2.6682501	[0.052513]	0	0	0	0
0	him	slt	A	arctic_a0061_slt	12	2.6682501	2.9182501	[0.197799]	1	0	0	1
0	.	slt	A	arctic_a0061_slt	13	2.9182501	0.0		0	0	0	0
0	.	rms	A	arctic_a0062_rms	0	0.0	0.102		0	0	0	0
0	The	rms	A	arctic_a0062_rms	1	0.102	0.30199999	[0.048667]	0	0	0	0
0	men	rms	A	arctic_a0062_rms	2	0.30199999	0.53200001	[0.048667, 1.044875]	1	0	1	0
2	stared	rms	A	arctic_a0062_rms	3	0.53200001	1.122	[0.726597]	1	2	2	2
0	into	rms	A	arctic_a0062_rms	4	1.122	1.452	[0.177899, 0.107307]	0	0	0	0
0	each	rms	A	arctic_a0062_rms	5	1.452	1.632	[0.154713]	0	0	0	0
0	other's	rms	A	arctic_a0062_rms	6	1.632	2.0320001	[0.422628, 0.257072]	1	0	0	1
1	face	rms	A	arctic_a0062_rms	7	2.0320001	2.562	[0.81019]	1	0	1	2
0	.	rms	A	arctic_a0062_rms	8	2.562	0.0		0	0	0	0
0	.	slt	A	arctic_a0062_slt	0	0.0	0.18700001		0	0	0	0
0	The	slt	A	arctic_a0062_slt	1	0.18700001	0.30575001	[0.121522]	0	0	0	0
2	men	slt	A	arctic_a0062_slt	2	0.30575001	0.56825	[0.602393]	1	0	0	1
1	stared	slt	A	arctic_a0062_slt	3	0.56825	0.98699999	[0.9]	1	2	2	2
0	into	slt	A	arctic_a0062_slt	4	0.98699999	1.2745	[0.279516, 0.170083]	0	0	0	0
0	each	slt	A	arctic_a0062_slt	5	1.2745	1.4495	[0.177408]	0	1	0	1
0	other's	slt	A	arctic_a0062_slt	6	1.4495	1.79325	[0.309499, 0.145174]	1	1	0	0
2	face	slt	A	arctic_a0062_slt	7	1.79325	2.2432499	[0.49066]	1	1	0	2
0	.	slt	A	arctic_a0062_slt	8	2.2432499	0.0		0	0	0	0
0	.	rms	A	arctic_a0063_rms	0	0.0	0.071999997		0	0	0	0
2	Yes	rms	A	arctic_a0063_rms	1	0.071999997	0.55199999	[0.858071]	1	2	2	2
0	it	rms	A	arctic_a0063_rms	2	0.55199999	0.67199999	[0.118589]	0	0	0	0
0	was	rms	A	arctic_a0063_rms	3	0.67199999	0.86199999	[0.083528]	0	0	0	0
0	a	rms	A	arctic_a0063_rms	4	0.86199999	0.89200002	[0.119137]	0	0	0	0
2	man	rms	A	arctic_a0063_rms	5	0.89200002	1.322	[0.119137, 1.027716]	1	1	2	2
0	who	rms	A	arctic_a0063_rms	6	1.322	1.492	[0.128287]	0	1	0	0
0	asked	rms	A	arctic_a0063_rms	7	1.492	2.0120001	[0.324848]	1	2	1	1
0	.	rms	A	arctic_a0063_rms	8	2.0120001	2.1719999		0	0	0	0
0	a	rms	A	arctic_a0063_rms	9	2.1719999	2.2320001	[0.026825]	0	0	0	0
2	stranger	rms	A	arctic_a0063_rms	10	2.2320001	2.7920001	[0.026825, 0.325179, 0.218158]	1	1	0	2
0	.	rms	A	arctic_a0063_rms	11	2.7920001	0.0		0	0	0	0
0	.	slt	A	arctic_a0063_slt	0	0.0	0.0		0	0	0	0
0	.	slt	A	arctic_a0063_slt	1	0.0	0.162		0	0	0	0
2	Yes	slt	A	arctic_a0063_slt	2	0.162	0.58700001	[0.929597, 0.009633]	1	2	2	2
0	it	slt	A	arctic_a0063_slt	3	0.58700001	0.69950002	[0.009633]	0	0	0	0
