onset	offset	word	file	interval_no	tag1	tagger
2.4300001	2.8699999	cake	amidsummernightsdream_04_3	13	[0.797565]	1
2.8699999	3.1900001	fit	amidsummernightsdream_04_3	14	[0.448356]	1
3.1900001	3.2049999	0	amidsummernightsdream_04_3	15		0
3.2049999	3.3199999	for	amidsummernightsdream_04_3	16	[0.046613]	0
3.3199999	3.405	a	amidsummernightsdream_04_3	17	[0.046613, 0.208237]	1
3.405	3.8299999	queen	amidsummernightsdream_04_3	18	[0.21625500000000006]	1
3.8299999	0	0	amidsummernightsdream_04_3	19		0
0	0.02	0	amidsummernightsdream_04_7	0		0
0.02	0.28	Just	amidsummernightsdream_04_7	1	[0.380219]	0
0.28	0.31	0	amidsummernightsdream_04_7	2		0
0.31	0.64499998	then	amidsummernightsdream_04_7	3	[0.677476]	1
0.64499998	0	0	amidsummernightsdream_04_7	4		0
0	0	0	amidsummernightsdream_04_7	5		0
0	0.995	0	amidsummernightsdream_04_7	6		0
0.995	1.11	an	amidsummernightsdream_04_7	7	[0.10771300000000003]	0
1.11	1.17	0	amidsummernightsdream_04_7	8		0
1.17	1.505	angry	amidsummernightsdream_04_7	9	[0.999261, 0.07935299999999999]	1
1.505	1.83	man	amidsummernightsdream_04_7	10	[1.030212]	1
1.83	2.3050001	burst	amidsummernightsdream_04_7	11	[1.265998, 0.02303]	1
2.3050001	2.3199999	0	amidsummernightsdream_04_7	12		0
2.3199999	2.48	into	amidsummernightsdream_04_7	13	[0.02303, 0.01139]	0
2.48	2.5599999	the	amidsummernightsdream_04_7	14	[0.01139, 0.077657]	0
2.5599999	2.855	Great	amidsummernightsdream_04_7	15	[0.077657, 0.164359]	1
2.855	3.1600001	Hall	amidsummernightsdream_04_7	16	[0.091704]	0
3.1600001	3.27	0	amidsummernightsdream_04_7	17		0
3.27	3.345	with	amidsummernightsdream_04_7	18	[0.051567]	0
3.345	3.625	three	amidsummernightsdream_04_7	19	[0.122204]	0
3.625	3.8299999	other	amidsummernightsdream_04_7	20	[0.5687369999999999, 0.062147]	1
3.8299999	4.2750001	people	amidsummernightsdream_04_7	21	[0.114038]	1
4.2750001	0	0	amidsummernightsdream_04_7	22		0
0	0.015	0	amidsummernightsdream_05_1	0		0
0.015	0.47499999	Egeus	amidsummernightsdream_05_1	1	[0.413093, 0.151803]	1
0.47499999	0.51499999	0	amidsummernightsdream_05_1	2		0
0.51499999	1	gestured	amidsummernightsdream_05_1	3	[0.8382850000000001, 0.342245]	1
1	1.0599999	0	amidsummernightsdream_05_1	4		0
1.0599999	1.165	at	amidsummernightsdream_05_1	5	[0.090128, 0.107062]	0
1.165	1.1950001	a	amidsummernightsdream_05_1	6	[0.107062]	0
1.1950001	1.49	girl	amidsummernightsdream_05_1	7	[1.271289]	1
1.49	1.505	0	amidsummernightsdream_05_1	8		0
1.505	1.58	in	amidsummernightsdream_05_1	9	[0.144547, 0.17163299999999998]	0
1.58	1.595	a	amidsummernightsdream_05_1	10	[0.17163299999999998]	0
1.595	1.95	yellow	amidsummernightsdream_05_1	11	[0.17163299999999998, 0.322047, 0.467438]	1
1.95	2.3800001	dress	amidsummernightsdream_05_1	12	[0.420401]	1
2.3800001	0	0	amidsummernightsdream_05_1	13		0
0	0.025	0	amidsummernightsdream_05_15	0		0
0.025	0.51999998	Theseus	amidsummernightsdream_05_15	1	[0.524716, 0.494399, 0.03661]	1
0.51999998	0.89999998	frowned	amidsummernightsdream_05_15	2	[1.299987]	1
0.89999998	1.01	at	amidsummernightsdream_05_15	3	[0.029389]	0
1.01	1.455	Hermia	amidsummernightsdream_05_15	4	[0.035381, 0.076753, 0.044478]	1
1.455	0	0	amidsummernightsdream_05_15	5		0
0	0.094999999	0	amidsummernightsdream_05_19	0		0
0.094999999	0.27500001	At	amidsummernightsdream_05_19	1	[0.257334]	0
0.27500001	0.60000002	this	amidsummernightsdream_05_19	2	[0.8727870000000001]	1
0.60000002	0.83499998	0	amidsummernightsdream_05_19	3		0
0.83499998	1.405	Lysander	amidsummernightsdream_05_19	4	[0.866301, 0.944689, 0.121719]	1
1.405	1.755	began	amidsummernightsdream_05_19	5	[0.116943, 1.061002]	1
1.755	1.83	to	amidsummernightsdream_05_19	6	[0.045461]	0
1.83	2.23	plead	amidsummernightsdream_05_19	7	[1.3]	1
2.23	2.2449999	0	amidsummernightsdream_05_19	8		0
2.2449999	2.405	with	amidsummernightsdream_05_19	9	[0.041401]	0
2.405	2.46	the	amidsummernightsdream_05_19	10	[0.043414]	0
2.46	2.8299999	Duke	amidsummernightsdream_05_19	11	[0.043414, 0.059292]	0
2.8299999	0	0	amidsummernightsdream_05_19	12		0
0	0.045000002	0	amidsummernightsdream_05_7	0		0
0.045000002	0.085000001	A	amidsummernightsdream_05_7	1	[0.269214]	0
0.085000001	0.38	man	amidsummernightsdream_05_7	2	[1.289914]	1
0.38	0.49000001	in	amidsummernightsdream_05_7	3	[0.126097]	0
0.49000001	0.54000002	a	amidsummernightsdream_05_7	4	[0.100553]	0
0.54000002	0.78500003	blue	amidsummernightsdream_05_7	5	[0.6705]	1
0.78500003	1.23	tunic	amidsummernightsdream_05_7	6	[0.408231, 0.165605]	0
1.23	1.28	0	amidsummernightsdream_05_7	7		0
1.28	1.61	nodded	amidsummernightsdream_05_7	8	[1.013316, 0.09237]	1
1.61	1.66	0	amidsummernightsdream_05_7	9		0
1.66	1.745	to	amidsummernightsdream_05_7	10	[0.034328]	0
1.745	1.77	0	amidsummernightsdream_05_7	11		0
1.77	1.835	the	amidsummernightsdream_05_7	12	[0.036314]	0
1.835	2.2149999	Duke	amidsummernightsdream_05_7	13	[0.036314, 0.102906]	1
2.2149999	0	0	amidsummernightsdream_05_7	14		0
0	0.039999999	0	amidsummernightsdream_06_1	0		0
0.039999999	0.55500001	Theseus	amidsummernightsdream_06_1	1	[0.818351, 0.462581, 0.14281]	1
0.55500001	0.82499999	looked	amidsummernightsdream_06_1	2	[0.507409]	1
0.82499999	0.91500002	at	amidsummernightsdream_06_1	3	[0.05649600000000001, 0.156646]	0
0.91500002	0.94499999	the	amidsummernightsdream_06_1	4	[0.156646]	0
0.94499999	1.15	young	amidsummernightsdream_06_1	5	[0.156646, 0.247002]	0
1.15	1.455	man	amidsummernightsdream_06_1	6	[0.922599]	1
1.455	1.535	0	amidsummernightsdream_06_1	7		0
1.535	1.675	and	amidsummernightsdream_06_1	8	[0.086082]	0
1.675	1.985	shook	amidsummernightsdream_06_1	9	[0.27167]	1
1.985	2.1300001	his	amidsummernightsdream_06_1	10	[0.140019]	0
2.1300001	2.405	head	amidsummernightsdream_06_1	11	[0.305319]	1
2.405	0	0	amidsummernightsdream_06_1	12		0
0	0.035	0	amidsummernightsdream_06_11	0		0
0.035	0.58499998	Lysander	amidsummernightsdream_06_11	1	[0.382085, 0.918043, 0.195541]	1
0.58499998	0.98000002	watched	amidsummernightsdream_06_11	2	[0.109655]	0
0.98000002	1.105	in	amidsummernightsdream_06_11	3	[0.12804100000000002]	1
1.105	1.63	fury	amidsummernightsdream_06_11	4	[0.223794, 0.242977]	1
1.63	0	0	amidsummernightsdream_06_11	5		0
0	1.865	0	amidsummernightsdream_06_11	6		0
1.865	1.97	as	amidsummernightsdream_06_11	7	[0.015829]	0
1.97	2.5	Theseus	amidsummernightsdream_06_11	8	[0.460196, 0.204531, 0.086274]	1
2.5	2.9000001	left	amidsummernightsdream_06_11	9	[0.385763]	1
2.9000001	0	0	amidsummernightsdream_06_11	10		0
0	0	0	amidsummernightsdream_06_11	11		0
0	3.415	0	amidsummernightsdream_06_11	12		0
3.415	3.77	taking	amidsummernightsdream_06_11	13	[0.6799689999999999, 0.044843, 0.211744]	1
3.77	4.1500001	Egeus	amidsummernightsdream_06_11	14	[0.211744, 0.0378, 0.013822999999999998]	1
4.1500001	4.165	0	amidsummernightsdream_06_11	15		0
4.165	4.2600002	and	amidsummernightsdream_06_11	16	[0.013822999999999998]	0
4.2600002	4.8449998	Demetrius	amidsummernightsdream_06_11	17	[0.15046199999999998, 0.207971, 0.256751, 0.015119999999999996]	1
4.8449998	4.8600001	0	amidsummernightsdream_06_11	18		0
4.8600001	5.0700002	with	amidsummernightsdream_06_11	19	[0.099795]	1
5.0700002	5.2750001	him	amidsummernightsdream_06_11	20	[0.105758]	1
5.2750001	0	0	amidsummernightsdream_06_11	21		0
0	0.050000001	0	amidsummernightsdream_06_13	0		0
0.050000001	0.39500001	Hermia	amidsummernightsdream_06_13	1	[1.299993, 0.25062, 0.07978500000000001]	1
0.39500001	0.54500002	was	amidsummernightsdream_06_13	2	[0.033324]	0
0.54500002	1.1950001	dismayed	amidsummernightsdream_06_13	3	[0.889575, 0.990391]	1
1.1950001	0	0	amidsummernightsdream_06_13	4		0
0	0.064999998	0	amidsummernightsdream_07_23	0		0
0.064999998	0.38	Left	amidsummernightsdream_07_23	1	[0.531583, 0.267545]	1
0.38	0.80000001	alone	amidsummernightsdream_07_23	2	[0.267545, 0.785196]	1
0.80000001	0	0	amidsummernightsdream_07_23	3		0
0	0	0	amidsummernightsdream_07_23	4		0
0	1.22	0	amidsummernightsdream_07_23	5		0
1.22	1.54	Helena	amidsummernightsdream_07_23	6	[0.27773600000000004, 0.052095, 0.30663]	1
1.54	1.95	felt	amidsummernightsdream_07_23	7	[0.396293]	1
1.95	2.29	tears	amidsummernightsdream_07_23	8	[1.00186]	1
2.29	2.7349999	pricking	amidsummernightsdream_07_23	9	[0.325646, 0.061554]	0
2.7349999	2.9400001	her	amidsummernightsdream_07_23	10	[0.7138]	1
2.9400001	3.3099999	eyes	amidsummernightsdream_07_23	11	[0.9]	1
3.3099999	0	0	amidsummernightsdream_07_23	12		0
0	0	0	amidsummernightsdream_07_29	0		0
0	0.079999998	0	amidsummernightsdream_07_29	1		0
0.079999998	0.5	Around	amidsummernightsdream_07_29	2	[0.366183, 1.007418]	1
0.5	0.685	her	amidsummernightsdream_07_29	3	[0.149116]	0
0.685	0	0	amidsummernightsdream_07_29	4		0
0	0	0	amidsummernightsdream_07_29	5		0
0	1.025	0	amidsummernightsdream_07_29	6		0
1.025	1.095	the	amidsummernightsdream_07_29	7	[0.078721]	0
1.095	1.58	palace	amidsummernightsdream_07_29	8	[0.905489, 0.173663]	1
1.58	1.72	was	amidsummernightsdream_07_29	9	[0.061981]	0
1.72	2.03	full	amidsummernightsdream_07_29	10	[0.311303]	1
2.03	2.175	of	amidsummernightsdream_07_29	11	[0.13679000000000002]	0
2.175	2.2149999	0	amidsummernightsdream_07_29	12		0
2.2149999	2.665	noisy	amidsummernightsdream_07_29	13	[1.298641, 0.159604]	1
2.665	3.04	wedding	amidsummernightsdream_07_29	14	[0.7784760000000001, 0.258972]	1
3.04	3.885	preparations	amidsummernightsdream_07_29	15	[0.036427, 0.030839, 0.347887]	1
3.885	0	0	amidsummernightsdream_07_29	16		0
0	0.045000002	0	amidsummernightsdream_07_31	0		0
0.045000002	0.105	The	amidsummernightsdream_07_31	1	[0.102067]	0
0.105	0.49000001	bustle	amidsummernightsdream_07_31	2	[0.102067, 1.3]	1
0.49000001	0.69999999	made	amidsummernightsdream_07_31	3	[0.457354]	0
0.69999999	1.05	Helena	amidsummernightsdream_07_31	4	[0.420581, 0.204615, 0.10935999999999997]	1
1.05	1.4	feel	amidsummernightsdream_07_31	5	[0.79222]	1
1.4	1.92	worse	amidsummernightsdream_07_31	6	[1.01793]	1
1.92	0	0	amidsummernightsdream_07_31	7		0
0	0.035	0	amidsummernightsdream_07_5	0		0
0.035	0.16500001	It	amidsummernightsdream_07_5	1	[0.110052]	1
0.16500001	0.315	was	amidsummernightsdream_07_5	2	[0.061641]	0
0.315	0.77999997	Hermia's	amidsummernightsdream_07_5	3	[1.299996, 0.237199, 0.03313]	1
0.77999997	0.79500002	0	amidsummernightsdream_07_5	4		0
0.79500002	1.115	best	amidsummernightsdream_07_5	5	[0.783473]	1
1.115	1.495	friend	amidsummernightsdream_07_5	6	[0.231122]	0
1.495	1.51	0	amidsummernightsdream_07_5	7		0
1.51	1.965	Helena	amidsummernightsdream_07_5	8	[0.13169, 0.123578, 0.190855]	1
1.965	0	0	amidsummernightsdream_07_5	9		0
0	0.02	0	amidsummernightsdream_07_7	0		0
0.02	0.51499999	Quickly	amidsummernightsdream_07_7	1	[0.925407, 0.551188]	1
0.51499999	0.76499999	0	amidsummernightsdream_07_7	2		0
0.76499999	1.27	Lysander	amidsummernightsdream_07_7	3	[0.521095, 1.2999969999999998, 0.199835]	1
1.27	1.59	told	amidsummernightsdream_07_7	4	[0.026810000000000004]	0
1.59	1.675	her	amidsummernightsdream_07_7	5	[0.093739]	0
1.675	1.83	their	amidsummernightsdream_07_7	6	[0.337072]	1
1.83	2.3150001	problem	amidsummernightsdream_07_7	7	[0.072931, 0.08847100000000001]	1
2.3150001	0	0	amidsummernightsdream_07_7	8		0
0	0.039999999	0	amidsummernightsdream_08_1	0		0
0.039999999	0.38	Chapter	amidsummernightsdream_08_1	1	[1.3, 0.517163]	1
0.38	0.72000003	Two	amidsummernightsdream_08_1	2	[0.6833859999999999]	1
0.72000003	0	0	amidsummernightsdream_08_1	3		0
0	0.015	0	amidsummernightsdream_08_3	0		0
0.015	0.36500001	Putting	amidsummernightsdream_08_3	1	[0.904595, 0.604931]	1
0.36500001	0.47999999	on	amidsummernightsdream_08_3	2	[0.284425]	0
0.47999999	0.54500002	a	amidsummernightsdream_08_3	3	[0.274003]	0
0.54500002	0.97000003	play	amidsummernightsdream_08_3	4	[0.6527029999999999]	1
0.97000003	0	0	amidsummernightsdream_08_3	5		0
0	0.015	0	amidsummernightsdream_08_5	0		0
0.015	0.33000001	Over	amidsummernightsdream_08_5	1	[1.235615, 0.231196]	1
0.33000001	0.47499999	at	amidsummernightsdream_08_5	2	[0.094707]	0
0.47499999	0.52499998	the	amidsummernightsdream_08_5	3	[0.090666]	0
0.52499998	0.90499997	house	amidsummernightsdream_08_5	4	[0.931107]	1
0.90499997	0.94	0	amidsummernightsdream_08_5	5		0
0.94	1.03	of	amidsummernightsdream_08_5	6	[0.021545]	0
1.03	1.34	Peter	amidsummernightsdream_08_5	7	[0.276529, 0.0463]	1
1.34	1.795	Quince	amidsummernightsdream_08_5	8	[0.250344]	1
1.795	0	0	amidsummernightsdream_08_5	9		0
0	2.0650001	0	amidsummernightsdream_08_5	10		0
2.0650001	2.0899999	a	amidsummernightsdream_08_5	11	[0.060664]	0
2.0899999	2.8299999	craftsman	amidsummernightsdream_08_5	12	[0.060664, 0.433318, 0.212898]	1
2.8299999	0	0	amidsummernightsdream_08_5	13		0
0	0	0	amidsummernightsdream_08_5	14		0
0	3.23	0	amidsummernightsdream_08_5	15		0
3.23	3.5250001	things	amidsummernightsdream_08_5	16	[0.787079]	1
3.5250001	3.625	were	amidsummernightsdream_08_5	17	[0.0020280000000000003]	0
3.625	3.675	0	amidsummernightsdream_08_5	18		0
3.675	4.0700002	almost	amidsummernightsdream_08_5	19	[0.40700000000000003, 0.17619400000000002, 0.056845000000000014]	1
4.0700002	4.1849999	as	amidsummernightsdream_08_5	20	[0.056845000000000014]	0
4.1849999	4.6849999	noisy	amidsummernightsdream_08_5	21	[0.7018340000000001, 0.24322]	1
4.6849999	0	0	amidsummernightsdream_08_5	22		0
0	0	0	amidsummernightsdream_08_7	0		0
0	0.105	0	amidsummernightsdream_08_7	1		0
0.105	0.30500001	He	amidsummernightsdream_08_7	2	[1.097457]	1
0.30500001	0.46000001	had	amidsummernightsdream_08_7	3	[0.133708]	0
0.46000001	0.47	0	amidsummernightsdream_08_7	4		0
0.47	0.94499999	decided	amidsummernightsdream_08_7	5	[0.164971, 0.373734, 0.250448]	1
0.94499999	1.05	to	amidsummernightsdream_08_7	6	[0.020321]	0
1.05	1.255	put	amidsummernightsdream_08_7	7	[0.020321, 0.22860300000000006]	1
1.255	1.35	on	amidsummernightsdream_08_7	8	[0.138925]	0
1.35	1.405	a	amidsummernightsdream_08_7	9	[0.155835]	0
1.405	1.755	play	amidsummernightsdream_08_7	10	[1.106812]	1
1.755	1.77	0	amidsummernightsdream_08_7	11		0
1.77	1.86	for	amidsummernightsdream_08_7	12	[0.025009]	0
1.86	1.955	the	amidsummernightsdream_08_7	13	[0.025009, 0.03854]	0
1.955	2.325	Duke's	amidsummernightsdream_08_7	14	[0.03854, 0.08960499999999999]	0
2.325	2.355	0	amidsummernightsdream_08_7	15		0
2.355	2.7049999	wedding	amidsummernightsdream_08_7	16	[0.181156, 0.32018800000000003]	1
2.7049999	0	0	amidsummernightsdream_08_7	17		0
0	0	0	amidsummernightsdream_08_7	18		0
0	3.0599999	0	amidsummernightsdream_08_7	19		0
3.0599999	3.1900001	and	amidsummernightsdream_08_7	20	[0.104713]	0
3.1900001	3.5599999	asked	amidsummernightsdream_08_7	21	[0.401787]	1
3.5599999	3.905	five	amidsummernightsdream_08_7	22	[1.138226]	1
3.905	4.0050001	of	amidsummernightsdream_08_7	23	[0.035771]	0
4.0050001	4.165	his	amidsummernightsdream_08_7	24	[0.06078]	0
4.165	4.6100001	friends	amidsummernightsdream_08_7	25	[0.21650300000000006]	1
4.6100001	4.6849999	to	amidsummernightsdream_08_7	26	[0.021893]	0
4.6849999	5.0999999	help	amidsummernightsdream_08_7	27	[0.021893, 0.5419470000000001]	1
5.0999999	0	0	amidsummernightsdream_08_7	28		0
0	0.02	0	amidsummernightsdream_09_15	0		0
0.02	0.38	Bottom	amidsummernightsdream_09_15	1	[0.949621, 0.024048]	1
0.38	0.61000001	looked	amidsummernightsdream_09_15	2	[0.238291]	0
0.61000001	1.125	pleased	amidsummernightsdream_09_15	3	[1.032389]	1
1.125	0	0	amidsummernightsdream_09_15	4		0
0	0.015	0	amidsummernightsdream_09_21	0		0
0.015	0.49000001	Flute	amidsummernightsdream_09_21	1	[0.686545]	1
0.49000001	0.77999997	looked	amidsummernightsdream_09_21	2	[0.13329100000000002]	0
0.77999997	1.535	horrified	amidsummernightsdream_09_21	3	[0.9, 0.013942, 0.76844]	1
1.535	0	0	amidsummernightsdream_09_21	4		0
0	0.02	0	amidsummernightsdream_09_3	0		0
0.02	0.38999999	Bottom	amidsummernightsdream_09_3	1	[1.216795, 0.06879199999999999]	1
0.38999999	0.63999999	wasn't	amidsummernightsdream_09_3	2	[0.557435]	1
0.63999999	1.0599999	listening	amidsummernightsdream_09_3	3	[0.595395, 0.192948]	1
1.0599999	0	0	amidsummernightsdream_09_3	4		0
0	0.035	0	amidsummernightsdream_10_13	0		0
0.035	0.37	Quince	amidsummernightsdream_10_13	1	[0.462732]	1
0.37	0.44999999	0	amidsummernightsdream_10_13	2		0
0.44999999	0.75999999	jumped	amidsummernightsdream_10_13	3	[0.923635]	1
0.75999999	0.85000002	in	amidsummernightsdream_10_13	4	[0.352579]	0
0.85000002	1.405	surprise	amidsummernightsdream_10_13	5	[0.100455, 0.5224979999999999]	1
1.405	0	0	amidsummernightsdream_10_13	6		0
0	0.02	0	amidsummernightsdream_10_7	0		0
0.02	0.405	Bottom	amidsummernightsdream_10_7	1	[1.336876, 0.048611]	1
0.405	0.74000001	hopped	amidsummernightsdream_10_7	2	[0.740621]	0
0.74000001	0.83999997	0	amidsummernightsdream_10_7	3		0
0.83999997	0.98000002	up	amidsummernightsdream_10_7	4	[1.053112]	1
0.98000002	0.995	0	amidsummernightsdream_10_7	5		0
0.995	1.13	and	amidsummernightsdream_10_7	6	[0.048347]	0
1.13	1.325	down	amidsummernightsdream_10_7	7	[1.116517]	1
1.325	1.46	with	amidsummernightsdream_10_7	8	[0.045135]	0
1.46	2.085	excitement	amidsummernightsdream_10_7	9	[0.144868, 0.792773, 0.092127]	1
2.085	0	0	amidsummernightsdream_10_7	10		0
0	0.035	0	amidsummernightsdream_11_1	0		0
0.035	0.39500001	Chapter	amidsummernightsdream_11_1	1	[0.905289, 0.181648]	1
0.39500001	0.755	Three	amidsummernightsdream_11_1	2	[0.255723]	1
0.755	0	0	amidsummernightsdream_11_1	3		0
0	0	0	amidsummernightsdream_11_11	0		0
0	0.07	0	amidsummernightsdream_11_11	1		0
0.07	0.155	He	amidsummernightsdream_11_11	2	[0.056181]	0
0.155	0.69499999	followed	amidsummernightsdream_11_11	3	[0.056181, 0.908631, 0.291975]	1
0.69499999	1.1	Titania	amidsummernightsdream_11_11	4	[0.451933, 0.029323, 0.191292, 0.033886]	1
1.1	1.225	as	amidsummernightsdream_11_11	5	[0.033886, 0.261422]	1
1.225	1.4450001	she	amidsummernightsdream_11_11	6	[0.088048]	0
1.4450001	1.51	0	amidsummernightsdream_11_11	7		0
1.51	1.775	walked	amidsummernightsdream_11_11	8	[1.035322]	1
1.775	1.975	through	amidsummernightsdream_11_11	9	[0.264139]	0
1.975	2.0450001	the	amidsummernightsdream_11_11	10	[0.021342]	0
2.0450001	2.52	forest	amidsummernightsdream_11_11	11	[0.021342, 0.382699, 0.049235]	1
2.52	0	0	amidsummernightsdream_11_11	12		0
0	0	0	amidsummernightsdream_11_11	13		0
0	2.9000001	0	amidsummernightsdream_11_11	14		0
2.9000001	3.23	nagging	amidsummernightsdream_11_11	15	[0.76544, 0.16082]	1
3.23	3.4449999	her	amidsummernightsdream_11_11	16	[1.157969, 0.049057]	1
3.4449999	3.6900001	until	amidsummernightsdream_11_11	17	[0.049057, 0.034016000000000005]	0
3.6900001	3.77	the	amidsummernightsdream_11_11	18	[0.146716]	0
3.77	4.3150001	Queen's	amidsummernightsdream_11_11	19	[0.466936]	1
4.3150001	4.625	head	amidsummernightsdream_11_11	20	[0.401303]	0
4.625	4.7350001	0	amidsummernightsdream_11_11	21		0
4.7350001	5.165	ached	amidsummernightsdream_11_11	22	[0.6750470000000001]	1
5.165	0	0	amidsummernightsdream_11_11	23		0
0	0	0	amidsummernightsdream_11_3	0		0
0	0.050000001	0	amidsummernightsdream_11_3	1		0
0.050000001	0.090000004	A	amidsummernightsdream_11_3	2	[0.122581]	0
0.090000004	0.55000001	fairy	amidsummernightsdream_11_3	3	[1.281335, 0.133829]	1
0.55000001	1.04	fight	amidsummernightsdream_11_3	4	[0.348799]	1
1.04	0	0	amidsummernightsdream_11_3	5		0
0	0.059999999	0	amidsummernightsdream_11_5	0		0
0.059999999	0.35499999	Later	amidsummernightsdream_11_5	1	[0.900541, 0.087088]	1
0.35499999	0.61000001	that	amidsummernightsdream_11_5	2	[0.087088, 0.324623]	1
0.61000001	1.01	evening	amidsummernightsdream_11_5	3	[0.27067800000000003, 0.196529]	0
1.01	0	0	amidsummernightsdream_11_5	4		0
0	0	0	amidsummernightsdream_11_5	5		0
0	1.525	0	amidsummernightsdream_11_5	6		0
1.525	1.76	deep	amidsummernightsdream_11_5	7	[0.460842, 0.050775]	1
1.76	1.865	in	amidsummernightsdream_11_5	8	[0.050775]	0
1.865	1.915	the	amidsummernightsdream_11_5	9	[0.06955900000000001]	0
1.915	2.4200001	forest	amidsummernightsdream_11_5	10	[0.160339, 0.10883]	1
2.4200001	0	0	amidsummernightsdream_11_5	11		0
0	2.9400001	0	amidsummernightsdream_11_5	12		0
2.9400001	3.415	Oberon	amidsummernightsdream_11_5	13	[1.279181, 0.014588999999999996, 0.085009]	1
3.415	3.4649999	0	amidsummernightsdream_11_5	14		0
3.4649999	3.74	king	amidsummernightsdream_11_5	15	[0.11086300000000003]	0
3.74	3.8399999	of	amidsummernightsdream_11_5	16	[0.169874]	1
3.8399999	3.9300001	the	amidsummernightsdream_11_5	17	[0.013021]	0
3.9300001	4.4650002	fairies	amidsummernightsdream_11_5	18	[0.013021, 0.577006, 0.125528]	1
4.4650002	0	0	amidsummernightsdream_11_5	19		0
0	4.7550001	0	amidsummernightsdream_11_5	20		0
4.7550001	4.8699999	was	amidsummernightsdream_11_5	21	[0.042465]	0
4.8699999	4.9899998	in	amidsummernightsdream_11_5	22	[0.125504]	1
4.9899998	5.0300002	the	amidsummernightsdream_11_5	23	[0.042378]	0
5.0300002	5.3049998	middle	amidsummernightsdream_11_5	24	[0.042378, 0.633254]	1
5.3049998	5.4000001	of	amidsummernightsdream_11_5	25	[0.075396]	0
5.4000001	5.46	a	amidsummernightsdream_11_5	26	[0.118519]	0
5.46	5.915	fight	amidsummernightsdream_11_5	27	[0.554866]	1
5.915	5.9299998	0	amidsummernightsdream_11_5	28		0
5.9299998	6.0149999	with	amidsummernightsdream_11_5	29	[0.013147999999999998]	0
6.0149999	6.1999998	his	amidsummernightsdream_11_5	30	[0.092171]	0
6.1999998	6.2750001	0	amidsummernightsdream_11_5	31		0
6.2750001	6.71	dazzling	amidsummernightsdream_11_5	32	[0.95212, 0.123227]	1
6.71	7.0450001	queen	amidsummernightsdream_11_5	33	[0.127098]	1
7.0450001	7.0599999	0	amidsummernightsdream_11_5	34		0
7.0599999	7.6550002	Titania	amidsummernightsdream_11_5	35	[0.273062, 0.016662, 0.08554199999999999, 0.062784]	1
7.6550002	0	0	amidsummernightsdream_11_5	36		0
0	0.050000001	0	amidsummernightsdream_11_7	0		0
0.050000001	0.14	They	amidsummernightsdream_11_7	1	[0.14236300000000002]	1
0.14	0.285	were	amidsummernightsdream_11_7	2	[0.005304]	0
0.285	0.30500001	0	amidsummernightsdream_11_7	3		0
0.30500001	0.77499998	arguing	amidsummernightsdream_11_7	4	[1.3, 0.015064, 0.09038]	1
